0	0.1587
0.003669955	0.1587
0.00733991	-5.4443
0.011009865	-5.4443
0.014679821	-5.4443
0.018349776	-4.6631
0.022019731	-4.6631
0.025689686	-5.7861
0.029359641	-5.7861
0.033029596	-5.7861
0.036699552	-5.1514
0.040369507	-5.1514
0.044039462	-3.6377
0.047709417	-3.6377
0.051379372	-3.6377
0.055049327	-6.9702
0.058719283	-6.9702
0.062389238	-4.2358
0.066059193	-4.2358
0.069729148	-4.2358
0.073399103	-2.5391
0.077069058	-2.5391
0.080739013	-3.418
0.084408969	-3.418
0.088078924	-3.418
0.091748879	-5.7007
0.095418834	-5.7007
0.099088789	-4.2358
0.102758744	-4.2358
0.1064287	-4.2358
0.110098655	-5.603
0.11376861	-5.603
0.117438565	-3.1494
0.12110852	-3.1494
0.124778475	-3.1494
0.12844843	-5.5054
0.132118386	-5.5054
0.135788341	-7.8735
0.139458296	-7.8735
0.143128251	-7.8735
0.146798206	-6.2012
0.150468161	-6.2012
0.154138117	-5.5786
0.157808072	-5.5786
0.161478027	-5.5786
0.165147982	-5.249
0.168817937	-5.249
0.172487892	-7.2876
0.176157848	-7.2876
0.179827803	-7.2876
0.183497758	-3.1494
0.187167713	-3.1494
0.190837668	-3.5644
0.194507623	-3.5644
0.198177578	-3.5644
0.201847534	-5.2002
0.205517489	-5.2002
0.209187444	-3.9917
0.212857399	-3.9917
0.216527354	-3.9917
0.220197309	-5.7373
0.223867265	-5.7373
0.22753722	-1.709
0.231207175	-1.709
0.23487713	-1.709
0.238547085	-3.6743
0.24221704	-3.6743
0.245886996	-5.4931
0.249556951	-5.4931
0.253226906	-5.4931
0.256896861	-2.5513
0.260566816	-2.5513
0.264236771	-6.7505
0.267906726	-6.7505
0.271576682	-6.7505
0.275246637	-0.6348
0.278916592	-0.6348
0.282586547	-4.2236
0.286256502	-4.2236
0.289926457	-4.2236
0.293596413	-8.9233
0.297266368	-8.9233
0.300936323	-5.3711
0.304606278	-5.3711
0.308276233	-5.3711
0.311946188	-4.4678
0.315616143	-4.4678
0.319286099	-4.1748
0.322956054	-4.1748
